3.000000, 10.000000, 1.000000e+01, 1.000000e+00, 1.000000e+05, -9.035063
3.000000, 5.000000, 1.000000e+01, 2.000000e+00, 1.000000e+05, -9.624372
3.000000, 500.000000, 1.000000e+02, 2.000000e-01, 1.000000e+05, -4.883608
3.000000, 250.000000, 1.000000e+02, 4.000000e-01, 1.000000e+05, -5.255832
3.000000, 150.000000, 1.000000e+02, 6.666667e-01, 1.000000e+05, -5.835538
3.000000, 100.000000, 1.000000e+02, 1.000000e+00, 1.000000e+05, -6.474005
3.000000, 80.000000, 1.000000e+02, 1.250000e+00, 1.000000e+05, -6.661021
3.000000, 60.000000, 1.000000e+02, 1.666667e+00, 1.000000e+05, -6.881820
3.000000, 40.000000, 1.000000e+02, 2.500000e+00, 1.000000e+05, -7.310154
3.000000, 20.000000, 1.000000e+02, 5.000000e+00, 1.000000e+05, -7.806112
3.000000, 10.000000, 1.000000e+02, 1.000000e+01, 1.000000e+05, -7.831522
3.000000, 5.000000, 1.000000e+02, 2.000000e+01, 1.000000e+05, -7.830649
3.000000, 500.000000, 1.000000e+03, 2.000000e+00, 1.000000e+05, -5.223652
3.000000, 250.000000, 1.000000e+03, 4.000000e+00, 1.000000e+05, -5.793327
3.000000, 150.000000, 1.000000e+03, 6.666667e+00, 1.000000e+05, -6.149625
3.000000, 100.000000, 1.000000e+03, 1.000000e+01, 1.000000e+05, -6.432759
3.000000, 80.000000, 1.000000e+03, 1.250000e+01, 1.000000e+05, -6.642650
3.000000, 60.000000, 1.000000e+03, 1.666667e+01, 1.000000e+05, -6.875050
3.000000, 40.000000, 1.000000e+03, 2.500000e+01, 1.000000e+05, -7.286469
3.000000, 20.000000, 1.000000e+03, 5.000000e+01, 1.000000e+05, -7.321596
3.000000, 10.000000, 1.000000e+03, 1.000000e+02, 1.000000e+05, -8.045743
3.000000, 5.000000, 1.000000e+03, 2.000000e+02, 1.000000e+05, -8.155124
3.000000, 500.000000, 1.000000e+04, 2.000000e+01, 1.000000e+05, -5.229847
3.000000, 250.000000, 1.000000e+04, 4.000000e+01, 1.000000e+05, -5.758536
3.000000, 150.000000, 1.000000e+04, 6.666667e+01, 1.000000e+05, -6.154552
3.000000, 100.000000, 1.000000e+04, 1.000000e+02, 1.000000e+05, -6.414146
3.000000, 80.000000, 1.000000e+04, 1.250000e+02, 1.000000e+05, -6.569962
3.000000, 60.000000, 1.000000e+04, 1.666667e+02, 1.000000e+05, -6.814613
3.000000, 40.000000, 1.000000e+04, 2.500000e+02, 1.000000e+05, -7.141117
3.000000, 20.000000, 1.000000e+04, 5.000000e+02, 1.000000e+05, -7.640660
3.000000, 10.000000, 1.000000e+04, 1.000000e+03, 1.000000e+05, -7.617004
3.000000, 5.000000, 1.000000e+04, 2.000000e+03, 1.000000e+05, -8.095247
3.000000, 500.000000, 1.000000e+05, 2.000000e+02, 1.000000e+05, -5.232710
3.000000, 250.000000, 1.000000e+05, 4.000000e+02, 1.000000e+05, -5.704509
3.000000, 150.000000, 1.000000e+05, 6.666667e+02, 1.000000e+05, -6.120987
3.000000, 100.000000, 1.000000e+05, 1.000000e+03, 1.000000e+05, -6.391561
3.000000, 80.000000, 1.000000e+05, 1.250000e+03, 1.000000e+05, -6.549296
3.000000, 60.000000, 1.000000e+05, 1.666667e+03, 1.000000e+05, -6.729848
3.000000, 40.000000, 1.000000e+05, 2.500000e+03, 1.000000e+05, -7.137786
3.000000, 20.000000, 1.000000e+05, 5.000000e+03, 1.000000e+05, -7.314582
3.000000, 10.000000, 1.000000e+05, 1.000000e+04, 1.000000e+05, -7.339960
3.000000, 5.000000, 1.000000e+05, 2.000000e+04, 1.000000e+05, -7.994308
